DIP编码,DIP名称,权重,DIP住院费用,DIP收入,DIP结余,结余率(%),预计结算点数,入组病例数,高倍率病例数,低倍率病例数,超支病例,服务性收入
K83.1:51.9800x013,胆管梗阻:经皮肝穿刺肝胆管引流术,1.92,43483.87,31736.4284,-11747.4416,-0.270156304,2441.661868,1,1,0,1,55842.64
S06:ZDXCZ,颅内损伤:诊断性操作,3.645,49944.05,38203.33938,-11740.71062,-0.235077264,3194.076203,2,0,2,2,32853.93
M17.1:81.4700x005,其他的原发性膝关节病:膝关节镜下半月板成形术,1.5,135350.87,123626.1837,-11724.68628,-0.086624388,12000,8,0,0,4,47379.5
B00.9,未特指的疱疹病毒感染,0.355,26345.85,14712.73794,-11633.11206,-0.441553871,1065,3,0,0,3,12876.78
M47.2:80.5900x001,其他的脊椎关节强硬伴有神经根病:椎间盘射频消融术,1.026,103416.61,91809.9836,-11606.6264,-0.112231743,8208,8,0,0,7,60091.42
Q61.3:55.0106,未特指的多囊肾:腹腔镜下肾囊肿去顶术,1.813,59192.34,47626.06621,-11566.27379,-0.19540153,3626,2,0,0,2,42915.64
K64.8:49.4600,其他特指的痔疮:痔切除术,0.676,154926.18,143369.9698,-11556.21016,-0.07459172,13645.38942,21,0,1,12,62693.66
R57.0,心源性休克,1.026,42588.13,31041.35667,-11546.77333,-0.271126564,2375.556087,2,1,0,2,42949.35
Q21.1,房间隔缺损,0.687,55081.85,43542.75636,-11539.09364,-0.209489943,3773.907504,5,1,1,5,33749.91
H34.8:14.7903,其他的视网膜血管阻塞:玻璃体药物注射术,0.41,252696.7,241162.7147,-11533.9853,-0.045643593,22919.23688,53,2,0,19,65295.92
D02.2:40.5914,支气管和肺原位癌:胸腔镜纵隔淋巴结清扫术,4.601,164770,153252.8709,-11517.12911,-0.069898216,13803,3,0,0,2,76125.67
I21.2:00.6600x004+88.5500,其他部位的急性透壁心肌梗死:经皮冠状动脉球囊扩张成形术+单根导管的冠状动脉造影术,2.449,65081.93,53580.93664,-11500.99336,-0.176715616,4898,2,0,0,2,51407.24
G31.9,神经系统未特指的变性性疾病,0.508,73326.84,61832.87757,-11493.96243,-0.156749731,5526.785963,6,3,0,5,42588.5
G58.0,肋间神经病,0.464,56369.96,44876.23425,-11493.72575,-0.203898065,4301.636378,5,3,0,3,7628.94
K31.7:45.4307,胃和十二指肠息肉:内镜下结肠黏膜切除术(EMR),0.948,131717.25,120227.6112,-11489.63881,-0.087229568,11376,12,0,0,8,47046.78
K75,,0,11462.89,0,-11462.89,-1,0,3,0,0,3,6243.01
K74.6:42.3307,其他和未特指的肝硬变:内镜食管静脉曲张结扎术,1.473,60854.14,49392.18163,-11461.95837,-0.188351333,4419,3,0,0,3,38608.63
D12.8:48.3600x003,直肠良性肿瘤:内镜下直肠黏膜下剥离术(ESD),1.975,178878.51,167439.1568,-11439.35318,-0.063950405,15800,8,0,0,5,70032.66
H81:ZLXCZ,前庭功能疾患:治疗性操作,0.94,218844.79,207430.428,-11414.36203,-0.05215734,20447.47599,21,1,1,10,56902.7
I63.9:88.4101,未特指的脑梗死:脑血管造影,1.925,119423.59,108012.1363,-11411.45371,-0.095554435,9625,5,0,0,4,48883.22
I48.9:37.3401,心房颤动和心房扑动，未特指:经导管心脏射频消融术,7.547,171948.39,160554.0213,-11394.36871,-0.066266213,15094,2,0,0,2,98687.85
HE:ZLXCZ,耳和乳突疾病:治疗性操作,0.772,78733.55,67380.52048,-11353.02952,-0.144195575,6176,8,0,0,6,45049.39
Z47.0:78.6301,涉及骨折板和其他内固定装置的随诊医疗:桡骨内固定装置去除术,0.59,79790.48,68438.3357,-11352.1443,-0.14227442,5900,10,0,0,9,35908.95
T60:ZLXCZ,杀虫剂的毒性效应:治疗性操作,2.811,44936.95,33638.57191,-11298.37809,-0.251427346,2811,1,0,0,1,56900.3
Q21.1:35.5200x001,房间隔缺损:经皮房间隔缺损封堵术,3.617,54581.65,43302.23037,-11279.41963,-0.206652229,3617,1,0,0,1,62924.47
I10.X:43.4105,特发性(原发性)高血压:内镜下胃息肉切除术,0.893,31776.75,20524.48521,-11252.26479,-0.354103701,1786,2,0,0,2,24457.53
D12.6:45.4200x003,未特指的结肠良性肿瘤:纤维结肠镜下结肠息肉切除术,0.688,58569.82,47344.24067,-11225.57933,-0.191661496,4224.390509,5,1,0,4,20963.3
G57,,0,11223.84,0,-11223.84,-1,0,1,0,0,1,15090.34
C25.9:54.9101,未特指的胰恶性肿瘤:腹腔穿刺引流术,1.425,48691.03,37478.8585,-11212.1715,-0.230271808,3458.967523,1,1,0,1,65383.81
C34.1:33.2600x002+99.2503,上叶，支气管或肺的恶性肿瘤:经皮针吸肺活检+静脉注射化疗药物,2.475,88928.49,77744.46359,-11184.02641,-0.125764268,7425,3,0,0,3,34834.82
I44.2:37.8001,完全性房室传导阻滞:心脏起搏器置入术,4.686,75438.27,64267.09474,-11171.17526,-0.148083662,4686,1,0,0,1,79655.95
S06.7,颅内损伤伴有延长的昏迷,0.535,64764.59,53639.00474,-11125.58526,-0.171785003,3541.713256,5,1,0,3,17053.08
N28.9,肾和输尿管未特指的疾患,0.576,64377.49,53259.58528,-11117.90472,-0.172698636,4647.969953,6,1,0,6,14886.25
A86.X,未特指的病毒性脑炎,0.339,85237.96,74125.02333,-11112.93667,-0.130375442,5473.146557,14,1,3,12,23787.33
N18.4,慢性肾脏疾病，4期,0.815,62750.9,51666.18279,-11084.71721,-0.176646346,5058.809778,7,0,1,5,12541.1
D50.9:41.3800x001,未特指的缺铁性贫血:骨髓穿刺术,0.886,74617.74,63604.62768,-11013.11232,-0.147593753,5316,6,0,0,5,27825.16
D69.5:41.3800x001,继发性血小板减少:骨髓穿刺术,1.699,58099.07,47090.52797,-11008.54203,-0.189478799,3423.464432,2,1,0,2,50413.94
I61.0,大脑半球的脑内出血，皮质下,1.672,62620.93,51637.3698,-10983.5602,-0.17539759,4525.672118,6,0,4,6,11070.47
C50.4:86.0701,乳房上外象限恶性肿瘤:静脉输液港植入术,2.842,134984.03,124012.1709,-10971.85909,-0.081282646,11368,4,0,0,4,83437.7
K29:ZDXCZ,胃炎和十二指肠炎:诊断性操作,0.797,94207.91,83324.61644,-10883.29356,-0.115524201,6774.90917,11,0,4,8,28791.87
K27.5,部位未特指的消化性溃疡:慢性或未特指的，伴有穿孔,0.844,38108.45,27262.15211,-10846.29789,-0.284616611,1987.785761,3,0,1,3,20829.41
C24.0:51.9800x015,肝外胆管恶性肿瘤:经皮肝穿刺胆总管支架置入术,3.186,80528.34,69721.52817,-10806.81183,-0.134198865,6372,2,0,0,2,46601.66
S22.3,肋骨骨折,0.307,22595,11802.9532,-10792.0468,-0.477629865,711.517808,2,1,0,2,13353.61
N32,,0,10789.69,0,-10789.69,-1,0,1,0,0,1,11849.19
G00.9:03.3101,细菌性脑膜炎:腰椎穿刺术,2.381,92550.17,81776.6843,-10773.4857,-0.116406979,7143,3,0,0,2,45098.68
I21.2:96.0400,其他部位的急性透壁心肌梗死:气管内插管,1.724,34419.86,23660.57242,-10759.28758,-0.312589522,2103.898233,2,0,1,2,9473.07
Z51.5:57.9400,姑息性医疗:留置导尿管的置入术,1.009,47844.02,37115.83059,-10728.18941,-0.224232609,3417.465173,2,1,0,2,30287.48
I80.2,下肢其他深部脉管的静脉炎和血栓性静脉炎,0.681,60542.12,49819.26558,-10722.85442,-0.177113957,4105.140051,6,1,0,4,15315.52
I82,,0,10722.08,0,-10722.08,-1,0,1,0,0,1,14131.78
S82.4:79.3600x017,仅腓骨骨折:腓骨骨折切开复位钢板内固定术,1.688,41342.71,30628.04412,-10714.66588,-0.259166994,2458.892209,1,1,0,1,53120.21
M79.2,未特指的神经痛和神经炎,0.541,32082.63,21375.46713,-10707.16287,-0.333737068,1483.837028,4,0,2,4,18828.37
G45.0:03.3101,椎基底动脉综合征:腰椎穿刺术,0.972,42073.06,31413.36229,-10659.69771,-0.253361598,2916,3,0,0,2,23569.98
M51.2:03.4x07,其他特指的椎间盘移位:内镜下椎管内病损切除术,3.499,87721.49,77065.69083,-10655.79917,-0.121473076,6998,2,0,0,2,49941.25
Z51.8:88.4701,其他特指的医疗照顾:肝动脉造影,2.154,122650.97,112000.9138,-10650.05616,-0.086832221,10770,5,0,0,3,43366.34
Z47.0:78.6501,涉及骨折板和其他内固定装置的随诊医疗:股骨内固定装置去除术,0.789,80246.05,69612.5095,-10633.5405,-0.1325117,5986.3369,6,1,0,5,35887.7
D11,,0,10613.33,0,-10613.33,-1,0,1,0,0,1,11376.33
N85:SS,子宫其他非炎性疾患，除外宫颈:相关手术,1.304,70178.53,59567.69913,-10610.83087,-0.151197679,5216,4,0,0,2,49467.88
C34.1:33.2600x002,上叶，支气管或肺的恶性肿瘤:经皮针吸肺活检,1.805,194286.55,183676.8331,-10609.71691,-0.054608602,15914.48412,4,0,0,2,96074.17
K56.7:54.5101,未特指的肠梗阻:腹腔镜下肠粘连松解术,2.854,42342.15,31741.39098,-10600.75902,-0.250359489,2854,1,0,0,1,50714.05
N85.1:68.2915,子宫内膜腺瘤性增生:宫腔镜子宫内膜病损切除术,0.824,47271.2,36698.72595,-10572.47405,-0.223655715,3093.551074,2,2,0,2,47580.15
K56.6,其他和未特指的肠梗阻,0.516,81306.9,70748.92671,-10557.97329,-0.129853349,6837.125854,13,2,0,9,18958.4
I26.9:38.7x04+99.1007,肺栓塞未提及急性肺源性心脏病:下腔静脉滤器置入术+肺动脉血栓溶解剂灌注,3.703,120701.22,110181.2781,-10519.9419,-0.087156881,11109,3,0,0,2,70230.83
N18:ZDXCZ,慢性肾病:诊断性操作,1.269,38940.15,28432.0899,-10508.0601,-0.269851557,2619.876919,2,1,0,1,17394.75
J21.9,未特指的急性细支气管炎,0.313,74241.82,63741.92979,-10499.89021,-0.141428244,5321,17,0,0,15,25817.89
S52.7:79.3200x011,前臂多处骨折:桡骨骨折切开复位钢板内固定术,2.204,85516.04,75019.20186,-10496.83814,-0.122747009,6616.627934,2,1,0,1,35384.75
D46.9,未特指的骨髓增生异常综合征,0.786,40336.61,29862.76099,-10473.84901,-0.259661112,2358,3,0,0,2,24926.22
Z51.1:39.9500+99.2503,为肿瘤化学治疗疗程:血液透析+静脉注射化疗药物,1.347,39098.38,28627.66101,-10470.71899,-0.26780442,2694,2,0,0,2,27116.49
C23.X:99.2503,胆囊恶性肿瘤:静脉注射化疗药物,1.259,31116.49,20646.06515,-10470.42485,-0.336491193,1862.148322,1,1,0,1,36431.68
M75.1:81.8301,旋转袖综合征:肩峰成形术,1.987,59276.79,48806.7832,-10470.0068,-0.176629112,3974,2,0,0,2,41791.43
E87.8,电解质和液体平衡的其他紊乱，不可归类在他处者,0.513,46530.09,36095.28141,-10434.80859,-0.224259368,3078,6,0,0,4,20394.74
G45.0:45.4307,椎基底动脉综合征:内镜下结肠黏膜切除术(EMR),1.288,147842.76,137410.6492,-10432.11075,-0.070562202,13376.21439,10,1,0,4,40428.05
R90.8,中枢神经系统诊断性影象检查的其他异常所见,0.481,35229.14,24802.35717,-10426.78283,-0.295970405,1924,4,0,0,4,10584.95
C34.9:33.2400x001,未特指的支气管或肺恶性肿瘤:支气管镜下支气管活检,1.607,51181.48,40757.65648,-10423.82352,-0.203663972,3214,2,0,0,2,31641.95
N81.3:68.5901+70.5001,完全性子宫阴道脱垂:经阴道子宫切除术+阴道前后壁修补术,1.243,40840.5,30427.78678,-10412.71322,-0.254960474,2486,2,0,0,2,37298.84
I67.1:88.4101,脑动脉瘤，未破裂:脑血管造影,0.951,35409.67,25026.51656,-10383.15344,-0.29322932,1972.163943,2,1,0,2,23959.7
I08.0,二尖瓣和主动脉瓣的疾患,0.829,90069.83,79715.71576,-10354.11424,-0.11495652,5765.416148,4,1,1,2,74048.98
C34.9:33.2302,未特指的支气管或肺恶性肿瘤:电子支气管镜检查,1.452,32513.63,22183.94747,-10329.68253,-0.317703146,1452,1,0,0,1,35021.73
Z51.5:54.9101,姑息性医疗:腹腔穿刺引流术,1.091,163749.15,153425.3851,-10323.7649,-0.06304622,12306.05229,7,0,1,5,55790.67
A18:SS,其他器官的结核:相关手术,3.192,47029.12,36714.8393,-10314.2807,-0.219316898,3192,1,0,0,1,58029.31
C78.7:50.1100x005,肝及肝内胆管继发性恶性肿瘤:经皮肝穿刺活检,1.743,66467.95,56198.48984,-10269.46016,-0.154502436,4788.120741,2,1,0,1,25271.51
M72.9,未特指的成纤维细胞疾患,0.527,42421.74,32154.09317,-10267.64683,-0.242037381,2387.910448,5,1,1,4,18618.61
M50.2,其他的颈椎间盘移位,0.381,36039.33,25772.30085,-10267.02915,-0.284884018,1905,5,0,0,4,9577.19
L20.9,未特指的特应性皮炎,0.522,95670.13,85427.57199,-10242.55801,-0.107061191,7441.246479,14,2,3,9,24433.39
Z51.1:03.3101,为肿瘤化学治疗疗程:腰椎穿刺术,1.198,184652.43,174466.7906,-10185.63938,-0.055161145,14491.80611,3,1,0,1,126338.31
J38.1:30.0900x039,声带和喉的息肉:支撑喉镜下喉病损激光烧灼术,0.976,163456.31,153277.4969,-10178.81309,-0.062272378,14619.10588,15,1,1,10,69196.54
M51.1:80.5110,腰和其他椎间盘疾患伴有神经根病:内镜下腰椎间盘切除术,1.904,46328.24,36162.26912,-10165.97088,-0.219433565,2742.967204,1,1,0,1,52373.89
J84,,0,10117.64,0,-10117.64,-1,0,1,0,0,1,14489.64
S32.7,腰椎和骨盆多处骨折,0.539,46035.21,35925.42824,-10109.78176,-0.219609767,3034.00069,6,1,1,5,22240.54
K60.2:49.3901,未特指的肛裂:肛裂切除术,0.6,28570.56,18463.21131,-10107.34869,-0.353767959,1270.59816,2,1,0,2,20106.8
C18.9,未特指的结肠恶性肿瘤,0.82,29718.79,19620.76106,-10098.02894,-0.339786005,1570.349687,3,0,2,3,12232.46
D27.X:65.2901,卵巢良性肿瘤:卵巢病损切除术,1.073,36710.63,26630.06253,-10080.56747,-0.274595328,2146,2,0,0,2,28110.44
C67.0:57.4900x001,膀胱三角区恶性肿瘤:经尿道膀胱病损电切术,1.828,56004.09,45924.19589,-10079.89411,-0.179984964,3656,2,0,0,2,48285.74
J35.2:28.3x03,腺样体肥大:扁桃体伴腺样体等离子切除术,0.992,119129.46,109072.0004,-10057.45957,-0.084424622,9920,10,0,0,10,47388.59
J:ZLXCZ,呼吸系统疾病:治疗性操作,2.01,118907.77,108868.1482,-10039.6218,-0.084432008,9848.162309,10,0,7,8,36573.58
J15.1,假单胞菌性肺炎,1.457,66884.66,56855.16409,-10029.49591,-0.14995211,5898.643294,3,1,0,2,31045.96
I11.9:88.5500,高血压心脏病不伴有（充血性)心力衰竭:单根导管的冠状动脉造影术,1.154,37835.73,27812.81454,-10022.91546,-0.264906094,2308,2,0,0,2,22779.57
Z45.2:39.4902,血管通路装置的调整和管理:下腔静脉滤器取出术,1.555,61014.84,51005.34371,-10009.49629,-0.164050193,4665,3,0,0,3,34830.19
K31.7:44.1401+45.2501,胃和十二指肠息肉:胃镜下活组织检查+结肠镜下大肠活组织检查,0.807,92401.85,82395.39595,-10006.45405,-0.108292789,7587.916896,10,0,1,6,34645.05
K51.9:45.2501,未特指的溃疡性结肠炎:结肠镜下大肠活组织检查,0.874,105475.04,95469.26023,-10005.77977,-0.094863958,8941.198452,10,1,0,7,32554.35
N20.0:55.0404,肾结石:经皮肾镜激光碎石术,2.188,70130.76,60143.17052,-9987.589478,-0.142413821,4846.485699,1,1,0,1,86856.94
C16.2:44.1401,胃体恶性肿瘤:胃镜下活组织检查,0.965,146589.89,136602.4253,-9987.464707,-0.068132016,12272.9822,6,0,0,4,33945.94
Z03.1,可疑恶性肿瘤的观察,0.554,65053.02,55070.92995,-9982.09005,-0.153445452,4722.779233,8,1,0,7,14864.85
N84.0:67.3902+68.2915,子宫体息肉:宫腔镜子宫颈病损切除术+宫腔镜子宫内膜病损切除术,0.891,98530.54,88572.73961,-9957.800386,-0.101063086,8019,9,0,0,8,45350.82
Z47.0:78.6301+78.6303,涉及骨折板和其他内固定装置的随诊医疗:桡骨内固定装置去除术+尺骨内固定装置去除术,0.685,33977.05,24054.18503,-9922.864974,-0.292046101,2099.466979,3,1,0,3,23618.74
C64:SS,肾（除外肾盂)恶性肿瘤:相关手术,3.472,83095.68,73182.12137,-9913.558632,-0.119302937,6944,2,0,0,1,49525.25
I65.2,颈动脉闭塞和狭窄,0.633,49548.48,39641.73139,-9906.748606,-0.199940515,3344.089041,6,0,1,6,15979.41
I44.1:37.8301,二度房室传导阻滞:双腔永久起搏器置入术,5.744,80988.9,71107.6502,-9881.249798,-0.122007458,5744,1,0,0,1,86890.26
S83.5:81.4504,累及膝关节（前)（后)十字韧带的扭伤和劳损:关节镜膝关节前交叉韧带重建术,3.009,165830.71,155952.5616,-9878.148362,-0.059567666,15045,5,0,0,3,62150.9
S72.1:79.1500x008,经大转子骨折:股骨骨折闭合复位螺钉内固定术,2.51,50385.98,40518.58045,-9867.399555,-0.195836214,2543.979962,1,1,0,1,57206.74
T17,,0,9858.55,0,-9858.55,-1,0,1,0,0,1,12755.55
N13.5:59.8x03,输尿管扭结和狭窄不伴有肾盂积水:经尿道输尿管支架置入术,1.245,26249.93,16413.60605,-9836.32395,-0.374718102,1388.006646,1,1,0,1,29105.53
C20.X,直肠恶性肿瘤,0.947,62314.39,52482.92554,-9831.464457,-0.157771976,5146.298926,6,1,1,2,25137.21
B17.2,急性戊型肝炎,1.141,36865.72,27037.26888,-9828.451122,-0.266601361,2282,2,0,0,1,31525.93
D12.6:45.4300x009,未特指的结肠良性肿瘤:内镜下结肠黏膜下剥离术(ESD),2.05,121101.16,111293.3344,-9807.82555,-0.0809887,10250,5,0,0,5,49628.04
K74.1:54.9101,肝硬化:腹腔穿刺引流术,0.992,31017.42,21214.69838,-9802.721625,-0.316039233,1659.768286,1,1,0,1,36509.42
G04.8:03.3101,其他脑炎、脊髓炎和脑脊髓炎:腰椎穿刺术,1.948,80668.99,70871.83647,-9797.153528,-0.121448819,6767.549269,2,1,0,1,85328.56
G31.2,酒精性神经系统变性,0.778,63134.09,53354.05516,-9780.03484,-0.154908938,4733.859926,4,1,0,3,20359.98
K21.0,胃-食管反流性疾病伴有食管炎,0.403,127019.56,117243.2349,-9776.325118,-0.076967084,10622.64093,19,2,3,12,42575.61
S06.0,脑震荡,0.376,106862.19,97097.56605,-9764.623946,-0.091375855,8259.282936,10,1,0,7,30127.27
N80.0:68.4901,子宫的子宫内膜异位症:经腹全子宫切除术,1.452,47686.97,37926.8218,-9760.148201,-0.204671175,2904,2,0,0,2,42340.31
K81.9,未特指的胆囊炎,0.297,17969.67,8218.086368,-9751.583632,-0.542669044,493.5970284,2,1,1,2,6754.13
Z51.1:34.0401,为肿瘤化学治疗疗程:胸腔闭式引流术,1.272,33003.81,23274.222,-9729.588002,-0.294801964,2038.456488,1,1,0,1,35116.61
C20.X:48.5100,直肠恶性肿瘤:腹腔镜下腹会阴直肠切除术,5.149,118849.05,109144.4774,-9704.572607,-0.081654608,10298,2,0,0,2,81413.29
N80.0:68.5901,子宫的子宫内膜异位症:经阴道子宫切除术,1.388,203653.92,193952.5482,-9701.371757,-0.047636558,18044,13,0,0,9,116706.96
G04.9:03.3101,未特指的脑炎、脊髓炎和脑脊髓炎:腰椎穿刺术,1.715,88916.91,79219.81516,-9697.09484,-0.109057938,6860,4,0,0,3,46774.08
R93.2,肝和胆道诊断性影像检查的异常所见,0.542,65423.03,55740.36964,-9682.660364,-0.148000794,4664.595402,10,1,2,6,11173.67
I49.3:37.3401,心室过早除极:经导管心脏射频消融术,4.247,102001.7,92328.92052,-9672.779479,-0.094829591,8494,2,0,0,2,60064.88
C25.9:54.9105,未特指的胰恶性肿瘤:腹腔穿刺术,1.681,69697.35,60033.74908,-9663.600922,-0.138650909,5310.012386,1,1,0,1,87817.35
I66.0,大脑中动脉闭塞和狭窄,0.58,43276.35,33632.62822,-9643.721779,-0.222840461,2564.130978,5,0,1,4,15370.55
A:SS,某些传染病和寄生虫病:手术操作,2.134,64090.46,54452.0159,-9638.444103,-0.150388125,4816.920742,3,0,1,2,35836.08
I10:ZDXCZ,特发性（原发性)高血压:诊断性操作,1.188,291533.99,281904.5514,-9629.438607,-0.033030243,27033.5291,23,1,1,10,60655.61
N81.2:54.5100x009,子宫阴道不完全性脱垂:腹腔镜下盆腔粘连松解术,1.701,30238.85,20613.62349,-9625.226515,-0.318306633,1701,1,0,0,1,39420.29
R56.8,其他和未特指的惊厥,0.313,79220.08,69598.57191,-9621.508088,-0.121452895,5990.428725,19,1,0,15,19183.9
M17.9:81.5400,未特指的膝关节病:全部膝关节置换,4.616,328134.05,318525.1104,-9608.939558,-0.02928358,32312,7,0,0,3,109655.34
Z46.6:59.9901,泌尿装置的安装和调整:输尿管支架置换术,0.89,84104.65,74530.08215,-9574.567845,-0.113841124,7479.827526,6,1,0,3,23992.6
K74.3,原发性胆汁型肝硬变,0.973,70766.38,61199.66567,-9566.714329,-0.135187279,5349.939648,5,1,0,4,21459.78
I65.2:00.6300,颈动脉闭塞和狭窄:颈动脉支架经皮置入术,6.471,89446.36,79889.73349,-9556.626509,-0.106841983,6471,1,0,0,1,97832.8
H81.1:44.1300x001,良性阵发性眩晕:胃镜检查,0.797,47055.2,37556.72714,-9498.472857,-0.201858091,3188,4,0,0,4,20166.95
N41:ZDXCZ,前列腺炎性疾病:诊断性操作,1.099,89559.88,80067.14761,-9492.732394,-0.105993134,7337.335054,6,1,0,3,23690.76
K60.3:49.1200,肛瘘:肛门瘘管切除术,0.561,67687.24,58205.65938,-9481.580621,-0.140079292,5115.935626,9,1,0,6,28451.11
C50:ZLXCZ,乳房恶性肿瘤:治疗性操作,2.029,41598.65,32120.12306,-9478.52694,-0.2278566,2143.564343,1,1,0,1,44822.85
D01.0:45.4300x009,结肠原位癌:内镜下结肠黏膜下剥离术(ESD),2.242,107092.51,97627.15047,-9465.359527,-0.088384888,8968,4,0,0,2,47038.27
D17.5:43.4107,腹腔内器官良性脂肪瘤样肿瘤:内镜下胃黏膜下剥离术[ESD],2.166,60992.35,51528.13252,-9464.217479,-0.155170566,4332,2,0,0,2,48227.49
S72.2:79.1500x006,转子下骨折:股骨骨折闭合复位髓内针内固定术,2.841,51920.54,42481.18497,-9439.355029,-0.181803869,2841,1,0,0,1,64304.6
C78.2:34.9101,胸膜继发性恶性肿瘤:胸腔穿刺抽液术,1.106,46827.3,37420.50584,-9406.794158,-0.200882694,3314.109606,2,1,0,2,39705.63
K80.5:51.8804,胆管结石不伴有胆管炎或胆囊炎:胆道镜下肝内胆管结石取出术,2.231,63156.2,53757.85309,-9398.34691,-0.148811153,4103.900487,2,1,1,1,69204.16
C53.9:99.2503,未特指的宫颈恶性肿瘤:静脉注射化疗药物,1.153,140222.14,130826.4832,-9395.656825,-0.067005516,10815.15462,2,1,0,1,173370.62
I66.0:88.4101,大脑中动脉闭塞和狭窄:脑血管造影,1.327,94634.68,85247.62561,-9387.054386,-0.099192541,7549.05482,3,1,0,2,44603.91
